987714876504,23.918
987714938411,23.952
987715001019,23.952
987715064200,23.974
987715127040,23.985
987715189909,24.053
987715252777,24.087
987715315638,24.075
987715378507,24.098
987715441397,24.143
987715504274,24.154
987715567146,24.143
987715630015,24.165
987715692895,24.176
987715755785,24.199
987715818674,24.165
987715881574,24.176
987715944464,24.154
987716007354,24.176
987716070283,24.165
987716133181,24.176
987716196083,24.154
987716259023,24.176
987716321932,24.165
987716384832,24.188
987716447836,24.199
987716510690,24.199
987716573422,24.21
987716636290,24.221
987716699119,24.233
987716762041,24.244
987716824839,24.233
987716887711,24.244
987716950590,24.255
987717013480,24.278
987717076360,24.255
987717139240,24.244
